Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
KAISER FOUNDATION HOSPITAL - RIVERSIDE,Riverside,92505,65,Riverside,Hospital,General Acute Care Hospital,-117.47082,33.9063,-13076790.53,4016226.675
KAISER FOUNDATION HOSPITAL - MORENO VALLEY,Moreno Valley,92555,65,Riverside,Hospital,General Acute Care Hospital,-117.18677,33.89553,-13045170.24,4014782.208
SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Murrieta,92562,65,Riverside,Hospital,General Acute Care Hospital,-117.18488,33.55788,-13044959.84,3969588.834
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Moreno Valley,92555,65,Riverside,Hospital,General Acute Care Hospital,-117.19525,33.91187,-13046114.22,4016973.789
Rancho Mirage Rehabilitation Facility,Rancho Mirage,92270,65,Riverside,Hospital,General Acute Care Hospital,-116.4406,33.81611,-12962106.99,4004136.073
TEMECULA VALLEY HOSPITAL,Temecula,92592,65,Riverside,Hospital,General Acute Care Hospital,-117.1048018,33.4795943,-13036045.58,3959135.83
VALLEY REHABILITATION HOSPITAL,Sun City,92586,65,Riverside,Hospital,General Acute Care Hospital,-117.16441,33.71968,-13042681.13,3991223.063
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Murrieta,92563,65,Riverside,Hospital,General Acute Care Hospital,-117.1624483,33.6122263,-13042462.76,3976850.929
Joint Replacement Hospitals of America,Indio,92201,65,Riverside,Hospital,General Acute Care Hospital,-116.260242,33.74441203,-12942029.63,3994533.557
HealthSouth Murrieta Rehabilitation Hospital,Murrieta,92563,65,Riverside,Hospital,General Acute Care Hospital,-117.16284,33.60613,-13042506.36,3976036.075
KAISER FOUNDATION HOSPITAL - SACRAMENTO,Sacramento,95825,67,Sacramento,Hospital,General Acute Care Hospital,-121.39232,38.60197,-13513329.79,4664815.773
MERCY GENERAL HOSPITAL,Sacramento,95819,67,Sacramento,Hospital,General Acute Care Hospital,-121.45271,38.56955,-13520052.37,4660198.797
MERCY SAN JUAN HOSPITAL,Carmichael,95608,67,Sacramento,Hospital,General Acute Care Hospital,-121.31261,38.66818,-13504456.51,4674251.313
METHODIST HOSPITAL OF SACRAMENTO,Sacramento,95823,67,Sacramento,Hospital,General Acute Care Hospital,-121.41744,38.46416,-13516126.14,4645204.435
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Sacramento,95817,67,Sacramento,Hospital,General Acute Care Hospital,-121.45738,38.55438,-13520572.24,4658039.132
"SUTTER MEDICAL CENTER, SACRAMENTO",Sacramento,95816,67,Sacramento,Hospital,General Acute Care Hospital,-121.47028,38.57045,-13522008.26,4660326.939
SUTTER MEMORIAL HOSPITAL,Sacramento,95819,67,Sacramento,Hospital,General Acute Care Hospital,-121.43948,38.57071,-13518579.62,4660363.958
KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,Sacramento,95823,67,Sacramento,Hospital,General Acute Care Hospital,-121.42409,38.47144,-13516866.41,4646239.492
MERCY HOSPITAL OF FOLSOM,Folsom,95630,67,Sacramento,Hospital,General Acute Care Hospital,-121.1428,38.67223,-13485553.35,4674828.756
VIBRA HOSPITAL OF SACRAMENTO,Folsom,95630,67,Sacramento,Hospital,General Acute Care Hospital,-121.1577854,38.6819654,-13487221.52,4676216.956
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Sacramento,95817,67,Sacramento,Hospital,General Acute Care Hospital,-121.4566,38.55359,-13520485.41,4657926.677
SUTTER ELK GROVE HOSPITAL,Elk Grove,95758,67,Sacramento,Hospital,General Acute Care Hospital,-121.4063862,38.42164839,-13514895.64,4639162.3
HAZEL HAWKINS MEMORIAL HOSPITAL,Hollister,95023,69,San Benito,Hospital,General Acute Care Hospital,-121.38609,36.835,-13512636.29,4416132.11
BARSTOW COMMUNITY HOSPITAL,Barstow,92311,71,San Bernardino,Hospital,General Acute Care Hospital,-117.01942,34.8938,-13026540.91,4149457.651
BEAR VALLEY COMMUNITY HOSPITAL,Big Bear Lake,92315,71,San Bernardino,Hospital,General Acute Care Hospital,-116.88988,34.24728,-13012120.59,4062053.544
CHINO VALLEY MEDICAL CENTER,Chino,91710,71,San Bernardino,Hospital,General Acute Care Hospital,-117.687,34.02626,-13100855.57,4032327.987
MONTCLAIR HOSPITAL MEDICAL CENTER,Montclair,91763,71,San Bernardino,Hospital,General Acute Care Hospital,-117.69603,34.07774,-13101860.79,4039244.73
KAISER FOUNDATION HOSPITAL - FONTANA,Fontana,92335,71,San Bernardino,Hospital,General Acute Care Hospital,-117.43549,34.0725,-13072857.61,4038540.501
LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.2516,34.0482,-13052387.08,4035275.282
LOMA LINDA UNIVERSITY MEDICAL CENTER,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.26146,34.05164,-13053484.69,4035737.462
MOUNTAINS COMMUNITY HOSPITAL,Lake Arrowhead,92352,71,San Bernardino,Hospital,General Acute Care Hospital,-117.16716,34.26583,-13042987.26,4064551.928
KINDRED HOSPITAL - ONTARIO,Ontario,91764,71,San Bernardino,Hospital,General Acute Care Hospital,-117.64364,34.06881,-13096028.76,4038044.613
REDLANDS COMMUNITY HOSPITAL,Redlands,92373,71,San Bernardino,Hospital,General Acute Care Hospital,-117.2044,34.03699,-13047132.8,4033769.297
SAN ANTONIO COMMUNITY HOSPITAL,Upland,91786,71,San Bernardino,Hospital,General Acute Care Hospital,-117.63828,34.10056,-13095432.09,4042312.121
COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,92411,71,San Bernardino,Hospital,General Acute Care Hospital,-117.32245,34.13138,-13060274.06,4046456.157
ST. BERNARDINE MEDICAL CENTER,San Bernardino,92404,71,San Bernardino,Hospital,General Acute Care Hospital,-117.27865,34.1341,-13055398.27,4046821.958
ST. MARY MEDICAL CENTER - APPLE VALLEY,Apple Valley,92307,71,San Bernardino,Hospital,General Acute Care Hospital,-117.26535,34.54053,-13053917.71,4101614.318
VICTOR VALLEY GLOBAL MEDICAL CENTER,Victorville,92395,71,San Bernardino,Hospital,General Acute Care Hospital,-117.2925622,34.5281768,-13056946.96,4099945.012
COLORADO RIVER MEDICAL CENTER,Needles,92363,71,San Bernardino,Hospital,General Acute Care Hospital,-114.61818,34.8325,-12759236.15,4141141.093
HI-DESERT MEDICAL CENTER,Joshua Tree,92252,71,San Bernardino,Hospital,General Acute Care Hospital,-116.27654,34.13323,-12943843.91,4046704.947
BALLARD REHABILITATION HOSPITAL,San Bernardino,92411,71,San Bernardino,Hospital,General Acute Care Hospital,-117.3261,34.12843,-13060680.38,4046059.436
DESERT VALLEY HOSPITAL,Victorville,92395,71,San Bernardino,Hospital,General Acute Care Hospital,-117.29778,34.47093,-13057527.8,4092212.398
KINDRED HOSPITAL - RANCHO,Rancho Cucamonga,91730,71,San Bernardino,Hospital,General Acute Care Hospital,-117.56601,34.10461,-13087387.03,4042856.594
ARROWHEAD REGIONAL MEDICAL CENTER,Colton,92324,71,San Bernardino,Hospital,General Acute Care Hospital,-117.3527761,34.07163215,-13063649.95,4038423.87
KAISER FOUNDATION HOSPITAL - ONTARIO,Ontario,91761,71,San Bernardino,Hospital,General Acute Care Hospital,-117.61094,34.03275,-13092388.61,4033199.738
LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,Redlands,92373,71,San Bernardino,Hospital,General Acute Care Hospital,-117.221174,34.0482716,-13049000.07,4035284.901
St. Mary Medical Center-Victorville Campus,Victorville,92393,71,San Bernardino,Hospital,General Acute Care Hospital,-117.309644,34.500055,-13058848.5,4096145.795
BARSTOW COMMUNITY HOSPITAL,Barstow,92311,71,San Bernardino,Hospital,General Acute Care Hospital,-117.0168841,34.8935263,-13026258.62,4149420.505
TOTALLY KIDS REHABILITATION HOSPITAL,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.24371,34.06971,-13051508.76,4038165.556
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.26115,34.04915,-13053450.18,4035402.917
ALVARADO HOSPITAL MEDICAL CENTER,San Diego,92120,73,San Diego,Hospital,General Acute Care Hospital,-117.05683,32.77708,-13030705.39,3865751.669
SCRIPPS MERCY HOSPITAL - CHULA VISTA,Chula Vista,91910,73,San Diego,Hospital,General Acute Care Hospital,-117.08282,32.63289,-13033598.59,3846676.383
RADY CHILDREN'S HOSPITAL - SAN DIEGO,San Diego,92123,73,San Diego,Hospital,General Acute Care Hospital,-117.15077,32.79678,-13041162.74,3868360.233
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Coronado,92118,73,San Diego,Hospital,General Acute Care Hospital,-117.16808,32.69427,-13043089.68,3854792.743
SHARP CABRILLO HOSPITAL,San Diego,92110,73,San Diego,Hospital,General Acute Care Hospital,-117.21486,32.74937,-13048297.21,3862083.445
SHARP MEMORIAL HOSPITAL,San Diego,92123,73,San Diego,Hospital,General Acute Care Hospital,-117.15531,32.80016,-13041668.13,3868807.852
SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,San Diego,92123,73,San Diego,Hospital,General Acute Care Hospital,-117.1549,32.8007,-13041622.49,3868879.366
SCRIPPS HOSPITAL - EAST COUNTY,El Cajon,92021,73,San Diego,Hospital,General Acute Care Hospital,-116.91898,32.81182,-13015360,3870352.133
FALLBROOK HOSPITAL DISTRICT,Fallbrook,92028,73,San Diego,Hospital,General Acute Care Hospital,-117.24509,33.38026,-13051662.39,3945885.925
GROSSMONT HOSPITAL,La Mesa,91942,73,San Diego,Hospital,General Acute Care Hospital,-117.00924,32.77963,-13025407.7,3866089.293
KINDRED HOSPITAL - SAN DIEGO,San Diego,92104,73,San Diego,Hospital,General Acute Care Hospital,-117.14449,32.75542,-13040463.66,3862884.24
KAISER FOUNDATION HOSPITAL - SAN DIEGO,San Diego,92120,73,San Diego,Hospital,General Acute Care Hospital,-117.09447,32.79287,-13034895.46,3867842.446
SCRIPPS MERCY HOSPITAL,San Diego,92103,73,San Diego,Hospital,General Acute Care Hospital,-117.1609,32.75128,-13042290.41,3862336.252
PALOMAR HEALTH DOWNTOWN CAMPUS,Escondido,92025,73,San Diego,Hospital,General Acute Care Hospital,-117.07585,33.12622,-13032822.69,3912068.923
PARADISE VALLEY HOSPITAL,National City,91950,73,San Diego,Hospital,General Acute Care Hospital,-117.0830382,32.6863293,-13033622.88,3853742.419
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,La Jolla,92037,73,San Diego,Hospital,General Acute Care Hospital,-117.22279,32.88506,-13049179.97,3880056.882
PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,Chula Vista,91911,73,San Diego,Hospital,General Acute Care Hospital,-117.0717,32.61669,-13032360.71,3844535.164
TRI-CITY MEDICAL CENTER,Oceanside,92056,73,San Diego,Hospital,General Acute Care Hospital,-117.29027,33.18394,-13056691.81,3919743.806
UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,San Diego,92103,73,San Diego,Hospital,General Acute Care Hospital,-117.16498,32.75387,-13042744.59,3862679.073
PROMISE HOSPITAL OF SAN DIEGO,San Diego,92105,73,San Diego,Hospital,General Acute Care Hospital,-117.07612,32.74786,-13032852.75,3861883.584
SHARP CHULA VISTA MEDICAL CENTER,Chula Vista,91911,73,San Diego,Hospital,General Acute Care Hospital,-117.02488,32.61909,-13027148.74,3844852.357
POMERADO HOSPITAL,Poway,92064,73,San Diego,Hospital,General Acute Care Hospital,-117.05784,32.99563,-13030817.82,3894723.292
SCRIPPS GREEN HOSPITAL,La Jolla,92037,73,San Diego,Hospital,General Acute Care Hospital,-117.2419,32.89654,-13051307.29,3881578.779
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Encinitas,92024,73,San Diego,Hospital,General Acute Care Hospital,-117.28495,33.0363,-13056099.59,3900122.533
RADY CHILDREN HOSPITAL - SAN DIEGO D/P APH,San Diego,92120,73,San Diego,Hospital,General Acute Care Hospital,-117.05841,32.77748,-13030881.28,3865804.629
ALVARADO HOSPITAL MEDICAL CENTER,San Diego,92120,73,San Diego,Hospital,General Acute Care Hospital,-117.05696,32.7771,-13030719.86,3865754.317
VIBRA HOSPITAL OF SAN DIEGO,San Diego,92103,73,San Diego,Hospital,General Acute Care Hospital,-117.16001,32.74986,-13042191.34,3862148.3
"UCSD-La Jolla, John M/Sally B Thornton Hosp & Sulpizo Cardio",La Jolla,92037,73,San Diego,Hospital,General Acute Care Hospital,-117.22331,32.87799,-13049237.86,3879119.715
PALOMAR MEDICAL CENTER,Escondido,92029,73,San Diego,Hospital,General Acute Care Hospital,-117.11974,33.12145,-13037708.5,3911434.894
Kaiser - San Diego Central,San Diego,92123,73,San Diego,Hospital,General Acute Care Hospital,-117.1266823,32.8300409,-13038481.31,3872765.767
CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,San Francisco,94118,75,San Francisco,Hospital,General Acute Care Hospital,-122.45599,37.78611,-13631736.99,4549253.535
CALIFORNIA PACIFIC MED CTR-CALIFORNIA EAST,San Francisco,94118,75,San Francisco,Hospital,General Acute Care Hospital,-122.45464,37.78629,-13631586.7,4549278.889
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,San Francisco,94115,75,San Francisco,Hospital,General Acute Care Hospital,-122.44289,37.78274,-13630278.7,4548778.859
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,San Francisco,94116,75,San Francisco,Hospital,General Acute Care Hospital,-122.45871,37.74761,-13632039.77,4543831.968
UCSF MEDICAL CENTER AT MOUNT ZION,San Francisco,94115,75,San Francisco,Hospital,General Acute Care Hospital,-122.43959,37.78436,-13629911.35,4549007.039
CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,San Francisco,94115,75,San Francisco,Hospital,General Acute Care Hospital,-122.43102,37.79149,-13628957.34,4550011.371
CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,San Francisco,94117,75,San Francisco,Hospital,General Acute Care Hospital,-122.43465,37.7691,-13629361.43,4546857.84
SAN FRANCISCO GENERAL HOSPITAL,San Francisco,94110,75,San Francisco,Hospital,General Acute Care Hospital,-122.40637,37.75657,-13626213.31,4545093.462
ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,94109,75,San Francisco,Hospital,General Acute Care Hospital,-122.41695,37.78917,-13627391.07,4549684.565
CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,San Francisco,94110,75,San Francisco,Hospital,General Acute Care Hospital,-122.42052,37.74799,-13627788.48,4543885.465
"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",San Francisco,94117,75,San Francisco,Hospital,General Acute Care Hospital,-122.45441,37.77408,-13631561.1,4547559.168
UCSF MEDICAL CENTER,San Francisco,94143,75,San Francisco,Hospital,General Acute Care Hospital,-122.4576564,37.7635148,-13631922.49,4546071.339
CHINESE HOSPITAL,San Francisco,94133,75,San Francisco,Hospital,General Acute Care Hospital,-122.40926,37.79565,-13626535.03,4550597.393
CALIFORNIA PACIFIC MED CTR-CATHEDERAL HILL CAMPUS,San Francisco,94109,75,San Francisco,Hospital,General Acute Care Hospital,-122.42158,37.78569,-13627906.48,4549194.375
UCSF MEDICAL CENTER AT MISSION BAY,San Francisco,94158,75,San Francisco,Hospital,General Acute Care Hospital,-122.39129,37.77189,-13624534.62,4547250.746
CALIFORNIA PACIFIC MEDICAL CTR-ST. LUKE'S HOSPITAL,San Francisco,94110,75,San Francisco,Hospital,General Acute Care Hospital,-122.420457,37.748078,-13627781.47,4543897.854
DAMERON HOSPITAL,Stockton,95203,77,San Joaquin,Hospital,General Acute Care Hospital,-121.30061,37.9613,-13503120.69,4573959.525
LODI MEMORIAL HOSPITAL - WEST,Lodi,95242,77,San Joaquin,Hospital,General Acute Care Hospital,-121.3063,38.11916,-13503754.1,4596272.106
LODI MEMORIAL HOSPITAL,Lodi,95240,77,San Joaquin,Hospital,General Acute Care Hospital,-121.2859,38.12146,-13501483.18,4596597.553
SAN JOAQUIN GENERAL HOSPITAL,French Camp,95231,77,San Joaquin,Hospital,General Acute Care Hospital,-121.28918,37.88594,-13501848.31,4563324.751
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Stockton,95204,77,San Joaquin,Hospital,General Acute Care Hospital,-121.2891,37.97075,-13501839.4,4575293.874
SUTTER TRACY COMMUNITY HOSPITAL,Tracy,95376,77,San Joaquin,Hospital,General Acute Care Hospital,-121.43482,37.74366,-13518060.88,4543275.878
DOCTORS HOSPITAL OF MANTECA,Manteca,95336,77,San Joaquin,Hospital,General Acute Care Hospital,-121.19818,37.80118,-13491718.24,4551376.448
KAISER FOUNDATION HOSPITAL - MANTECA,Manteca,95337,77,San Joaquin,Hospital,General Acute Care Hospital,-121.24614,37.79736,-13497057.12,4550838.28
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Arroyo Grande,93420,79,San Luis Obispo,Hospital,General Acute Care Hospital,-120.59147,35.11369,-13424179.63,4179341.252
FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,93401,79,San Luis Obispo,Hospital,General Acute Care Hospital,-120.64977,35.27801,-13430669.55,4201725.402
SAN LUIS OBISPO GENERAL HOSPITAL,San Luis Obispo,93401,79,San Luis Obispo,Hospital,General Acute Care Hospital,-120.64648,35.27458,-13430303.31,4201257.695
SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,93405,79,San Luis Obispo,Hospital,General Acute Care Hospital,-120.66576,35.29105,-13432449.55,4203503.692
TWIN CITIES COMMUNITY HOSPITAL,Templeton,93465,79,San Luis Obispo,Hospital,General Acute Care Hospital,-120.71967,35.5543,-13438450.78,4239465.108
MILLS  HEALTH CENTER,San Mateo,94401,81,San Mateo,Hospital,General Acute Care Hospital,-122.32632,37.56649,-13617302.19,4518364.407
SAN MATEO MEDICAL CENTER,San Mateo,94403,81,San Mateo,Hospital,General Acute Care Hospital,-122.29951,37.53017,-13614317.72,4513264.858
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,Redwood City,94063,81,San Mateo,Hospital,General Acute Care Hospital,-122.2232,37.48948,-13605822.93,4507554.684
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,South San Francisco,94080,81,San Mateo,Hospital,General Acute Care Hospital,-122.43837,37.65806,-13629775.54,4531232.44
SETON MEDICAL CENTER,Daly City,94015,81,San Mateo,Hospital,General Acute Care Hospital,-122.47283,37.68172,-13633611.61,4534559.882
SETON COASTSIDE,Moss Beach,94038,81,San Mateo,Hospital,General Acute Care Hospital,-122.50882,37.52439,-13637618,4512453.543
MILLS-PENINSULA MEDICAL CENTER,Burlingame,94010,81,San Mateo,Hospital,General Acute Care Hospital,-122.3832465,37.5944692,-13623639.22,4522294.552
SEQUOIA HOSPITAL,Redwood City,94062,81,San Mateo,Hospital,General Acute Care Hospital,-122.25377,37.48129,-13609225.97,4506405.728
MENLO PARK SURGICAL HOSPITAL,Menlo Park,94025,81,San Mateo,Hospital,General Acute Care Hospital,-122.16212,37.45797,-13599023.54,4503134.908
PALO ALTO MEDICAL FOUNDATION - SAN CARLOS,San Carlos,94070,81,San Mateo,Hospital,General Acute Care Hospital,-122.2618169,37.51531803,-13610121.74,4511180.267
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,Redwood City,94063,81,San Mateo,Hospital,General Acute Care Hospital,-122.22463,37.48967,-13605982.12,4507581.34
MILLS HEALTH CENTER D/P APH,San Mateo,94401,81,San Mateo,Hospital,General Acute Care Hospital,-122.32562,37.56585,-13617224.27,4518274.525
GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,93111,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.80929,34.43336,-13337107.77,4087140.531
LOMPOC VALLEY MEDICAL CENTER,Lompoc,93436,83,Santa Barbara,Hospital,General Acute Care Hospital,-120.4396497,34.639252,-13407279.08,4114963.706
MARIAN REGIONAL MEDICAL CENTER,Santa Maria,93454,83,Santa Barbara,Hospital,General Acute Care Hospital,-120.41338,34.95198,-13404354.75,4157356.671
SANTA BARBARA COTTAGE CARE CENTER,Santa Barbara,93105,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.72206,34.4327,-13327397.37,4087051.451
SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,93105,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.72318,34.42943,-13327522.05,4086610.118
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Solvang,93463,83,Santa Barbara,Hospital,General Acute Care Hospital,-120.126198,34.602458,-13372385.8,4109986.499
ST. FRANCIS MEDICAL CENTER OF SANTA BARBARA,Santa Barbara,93103,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.70157,34.43262,-13325116.44,4087040.654
"REHABILITATION INSTITUTE AT SANTA BARBARA, THE",Santa Barbara,93110,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.77752,34.44895,-13333571.15,4089244.877
COTTAGE REHABILITATION HOSPITAL,Santa Barbara,93105,83,Santa Barbara,Hospital,General Acute Care Hospital,-119.72248,34.43306,-13327444.13,4087100.04
REGIONAL MEDICAL OF SAN JOSE,San Jose,95116,85,Santa Clara,Hospital,General Acute Care Hospital,-121.84837,37.36332,-13564097.05,4489869.933
EL CAMINO HOSPITAL LOS GATOS,Los Gatos,95032,85,Santa Clara,Hospital,General Acute Care Hospital,-121.97057,37.26277,-13577700.29,4475796.406
EL CAMINO HOSPITAL,Mountain View,94040,85,Santa Clara,Hospital,General Acute Care Hospital,-122.07801,37.36779,-13589660.46,4490496.018
GOOD SAMARITAN HOSPITAL-SAN JOSE,San Jose,95124,85,Santa Clara,Hospital,General Acute Care Hospital,-121.9449,37.25116,-13574842.72,4474172.618
KAISER FND HOSP - SANTA CLARA,Santa Clara,95051,85,Santa Clara,Hospital,General Acute Care Hospital,-121.97774,37.34189,-13578498.45,4486868.895
O'CONNOR HOSPITAL,San Jose,95128,85,Santa Clara,Hospital,General Acute Care Hospital,-121.93727,37.32714,-13573993.35,4484803.814
